nhgiscode,gjoin1970,gjoin1980,gjoin1990,gjoin2000,gjoin2010,gjoin2012,state,statefp,statenh,county,countyfp,countynh,tracta,name1970,name1980,name1990,name2000,name2010,name2012,r_wh_1970,r_wh_1980,r_wh_1990,r_wh_2000,r_wh_2010,r_bl_1970,r_bl_1980,r_bl_1990,r_bl_2000,r_bl_2010,r_ai_1970,r_ai_1980,r_ai_1990,r_ai_2000,r_ai_2010,r_as_1970,r_as_1980,r_as_1990,r_as_2000,r_as_2010,r_2m_2000,r_2m_2010,emp_tot_1970,emp_tot_1980,emp_tot_1990,emp_tot_2000,emp_tot_2012,emp_1970,emp_1980,emp_1990,emp_2000,emp_2012,emp_un_1970,emp_un_1980,emp_un_1990,emp_un_2000,emp_un_2012,pov_1970,pov_1980,pov_1990,pov_2000,pov_2012,pop_2012,pop_1980,pop_2000,pop_1970,pop_1990,pop_2010
G4701570004100,G47015700041,G47015700041,G47015700041,G4701570004100,,,Tennessee,47,470,Shelby County,157,1570,4100,Tract   41,State: 47 County: 157 Tract: 41,Tract 41,Census Tract 41,,,366.0,35.0,222.0,412.0,,2590.0,1813.0,3188.0,1791.0,,5.0,0.0,11.0,6.0,,6.0,0.0,10.0,11.0,,14.0,,1005.0,387.0,379.0,171.0,,879.0,309.0,218.0,89.0,,126.0,78.0,161.0,82.0,,1688.0,1369.0,1381.0,323.0,,0.0,1848.0,2234.0,2967.0,3431.0,0.0
G4701570004200,G47015700042,G47015700042,G47015700042,G4701570004200,G4701570004200,G4701570004200,Tennessee,47,470,Shelby County,157,1570,4200,Tract   42,State: 47 County: 157 Tract: 42,Tract 42,Census Tract 42,Census Tract 42,"Census Tract 42, Shelby County, Tennessee",671.0,602.0,935.0,1164.0,1557.0,628.0,570.0,240.0,935.0,685.0,5.0,0.0,1.0,8.0,10.0,3.0,0.0,8.0,25.0,52.0,28.0,44.0,440.0,447.0,895.0,1399.0,1875.0,395.0,430.0,877.0,1311.0,1780.0,45.0,17.0,18.0,62.0,95.0,228.0,184.0,79.0,525.0,452.0,0.0,1172.0,2160.0,1307.0,1184.0,2348.0
G4701570004300,G47015700043,G47015700043,G47015700043,G4701570004300,G4701570004300,G4701570004300,Tennessee,47,470,Shelby County,157,1570,4300,Tract   43,State: 47 County: 157 Tract: 43,Tract 43,Census Tract 43,Census Tract 43,"Census Tract 43, Shelby County, Tennessee",9.0,37.0,192.0,577.0,951.0,161.0,8.0,87.0,252.0,332.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,19.0,50.0,20.0,18.0,74.0,10.0,257.0,576.0,1118.0,66.0,10.0,229.0,573.0,1089.0,8.0,0.0,28.0,3.0,29.0,257.0,37.0,64.0,113.0,80.0,0.0,45.0,870.0,170.0,282.0,1353.0
G4701570004400,G47015700044,G47015700044,G47015700044,G4701570004400,,,Tennessee,47,470,Shelby County,157,1570,4400,Tract   44,State: 47 County: 157 Tract: 44,Tract 44,Census Tract 44,,,2.0,7.0,3.0,1.0,,1782.0,820.0,512.0,361.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,624.0,217.0,197.0,82.0,,573.0,176.0,170.0,69.0,,51.0,41.0,19.0,13.0,,822.0,492.0,266.0,256.0,,0.0,827.0,362.0,1785.0,515.0,0.0
G4701570004500,G47015700045,G47015700045,G47015700045,G4701570004500,G4701570004500,G4701570004500,Tennessee,47,470,Shelby County,157,1570,4500,Tract   45,State: 47 County: 157 Tract: 45,Tract 45,Census Tract 45,Census Tract 45,"Census Tract 45, Shelby County, Tennessee",0.0,0.0,1.0,11.0,1.0,3529.0,2430.0,1780.0,1187.0,937.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,1.0,10.0,15.0,886.0,616.0,445.0,317.0,191.0,816.0,448.0,274.0,177.0,147.0,70.0,168.0,171.0,140.0,44.0,2355.0,1676.0,1389.0,749.0,617.0,0.0,2430.0,1214.0,3536.0,1781.0,956.0
G4701570004600,G47015700046,G47015700046,G47015700046,G4701570004600,G4701570004600,G4701570004600,Tennessee,47,470,Shelby County,157,1570,4600,Tract   46,State: 47 County: 157 Tract: 46,Tract 46,Census Tract 46,Census Tract 46,"Census Tract 46, Shelby County, Tennessee",1470.0,505.0,297.0,167.0,162.0,1754.0,2332.0,2133.0,1647.0,1296.0,2.0,0.0,4.0,1.0,4.0,11.0,12.0,21.0,7.0,18.0,23.0,18.0,1028.0,879.0,690.0,645.0,467.0,918.0,653.0,468.0,418.0,328.0,105.0,220.0,222.0,227.0,139.0,1767.0,1593.0,1647.0,1023.0,536.0,0.0,2849.0,1845.0,3237.0,2455.0,1498.0
G4701570004700,G47015700047,G47015700047,G47015700047,G4701570004700,,,Tennessee,47,470,Shelby County,157,1570,4700,Tract   47,State: 47 County: 157 Tract: 47,Tract 47,Census Tract 47,,,54.0,7.0,13.0,16.0,,5167.0,4048.0,3106.0,2606.0,,3.0,0.0,0.0,6.0,,19.0,0.0,0.0,12.0,,15.0,,2014.0,1521.0,1273.0,796.0,,1850.0,1257.0,1014.0,674.0,,164.0,264.0,259.0,122.0,,1780.0,1497.0,1215.0,1154.0,,0.0,4055.0,2655.0,5243.0,3119.0,0.0
G4701570004800,G47015700048,G47015700048,G47015700048,G4701570004800,,,Tennessee,47,470,Shelby County,157,1570,4800,Tract   48,State: 47 County: 157 Tract: 48,Tract 48,Census Tract 48,,,7.0,0.0,11.0,15.0,,6197.0,4607.0,3900.0,830.0,,3.0,0.0,0.0,1.0,,2.0,10.0,1.0,0.0,,0.0,,1426.0,1059.0,1047.0,223.0,,1297.0,790.0,725.0,142.0,,124.0,269.0,322.0,81.0,,3830.0,3178.0,2947.0,392.0,,0.0,4617.0,846.0,6209.0,3912.0,0.0
G4701570004900,G47015700049,G47015700049,G47015700049,G4701570004900,,,Tennessee,47,470,Shelby County,157,1570,4900,Tract   49,State: 47 County: 157 Tract: 49,Tract 49,Census Tract 49,,,8.0,0.0,9.0,4.0,,5461.0,3911.0,2896.0,1881.0,,4.0,0.0,1.0,0.0,,2.0,22.0,1.0,2.0,,11.0,,1989.0,1242.0,1011.0,687.0,,1838.0,1027.0,831.0,581.0,,151.0,215.0,171.0,106.0,,2316.0,2006.0,1471.0,614.0,,0.0,3933.0,1898.0,5475.0,2907.0,0.0
G4701570005000,G47015700050,G47015700050,G47015700050,G4701570005000,G4701570005000,G4701570005000,Tennessee,47,470,Shelby County,157,1570,5000,Tract   50,State: 47 County: 157 Tract: 50,Tract 50,Census Tract 50,Census Tract 50,"Census Tract 50, Shelby County, Tennessee",71.0,17.0,11.0,29.0,19.0,5190.0,3929.0,3242.0,2122.0,1046.0,2.0,8.0,1.0,1.0,1.0,14.0,5.0,1.0,9.0,3.0,7.0,5.0,1483.0,1100.0,950.0,548.0,300.0,1301.0,835.0,706.0,337.0,211.0,182.0,265.0,244.0,211.0,89.0,2635.0,2207.0,2351.0,1383.0,719.0,0.0,3959.0,2168.0,5277.0,3255.0,1074.0
G4701570005100,G47015700051,G47015700051,G47015700051,G4701570005100,,,Tennessee,47,470,Shelby County,157,1570,5100,Tract   51,State: 47 County: 157 Tract: 51,Tract 51,Census Tract 51,,,33.0,15.0,61.0,4.0,,1710.0,696.0,342.0,155.0,,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,,0.0,,575.0,180.0,117.0,54.0,,501.0,130.0,78.0,27.0,,74.0,50.0,39.0,27.0,,1006.0,444.0,230.0,111.0,,0.0,711.0,159.0,1752.0,403.0,0.0
G4701570005200,G47015700052,G47015700052,G47015700052,G4701570005200,,,Tennessee,47,470,Shelby County,157,1570,5200,Tract   52,State: 47 County: 157 Tract: 52,Tract 52,Census Tract 52,,,11.0,0.0,77.0,11.0,,776.0,648.0,554.0,444.0,,0.0,0.0,0.0,1.0,,5.0,15.0,0.0,2.0,,3.0,,304.0,375.0,350.0,228.0,,284.0,296.0,338.0,205.0,,20.0,79.0,0.0,23.0,,130.0,129.0,94.0,28.0,,0.0,663.0,461.0,792.0,631.0,0.0
G4701570005300,G47015700053,G47015700053,G47015700053,G4701570005300,G4701570005300,G4701570005300,Tennessee,47,470,Shelby County,157,1570,5300,Tract   53,State: 47 County: 157 Tract: 53,Tract 53,Census Tract 53,Census Tract 53,"Census Tract 53, Shelby County, Tennessee",22.0,11.0,12.0,27.0,7.0,10764.0,7983.0,6447.0,5018.0,3903.0,6.0,0.0,1.0,4.0,5.0,17.0,0.0,1.0,4.0,6.0,12.0,24.0,3802.0,3078.0,1953.0,1835.0,1691.0,3462.0,2571.0,1728.0,1573.0,1219.0,335.0,507.0,225.0,254.0,472.0,3989.0,3162.0,3182.0,1296.0,1879.0,0.0,7994.0,5065.0,10809.0,6461.0,3945.0
G4701570005400,G47015700054,G47015700054,G47015700054,G4701570005400,,,Tennessee,47,470,Shelby County,157,1570,5400,Tract   54,State: 47 County: 157 Tract: 54,Tract 54,Census Tract 54,,,9.0,10.0,8.0,8.0,,4640.0,2039.0,1833.0,1477.0,,0.0,0.0,0.0,1.0,,16.0,0.0,0.0,1.0,,19.0,,1457.0,521.0,510.0,392.0,,1262.0,447.0,410.0,253.0,,195.0,74.0,93.0,139.0,,2682.0,1341.0,1163.0,739.0,,0.0,2049.0,1506.0,4665.0,1841.0,0.0
G4701570005500,G47015700055,G47015700055,G47015700055,G4701570005500,G4701570005500,G4701570005500,Tennessee,47,470,Shelby County,157,1570,5500,Tract   55,State: 47 County: 157 Tract: 55,Tract 55,Census Tract 55,Census Tract 55,"Census Tract 55, Shelby County, Tennessee",848.0,150.0,46.0,34.0,16.0,6548.0,5656.0,4432.0,3930.0,2688.0,11.0,0.0,8.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,13.0,21.0,2539.0,2107.0,1739.0,1399.0,1444.0,2338.0,1771.0,1403.0,1111.0,999.0,197.0,336.0,336.0,288.0,445.0,3297.0,2634.0,1802.0,1548.0,1155.0,0.0,5806.0,3980.0,7411.0,4486.0,2731.0
G4701570005600,G47015700056,G47015700056,G47015700056,G4701570005600,G4701570005600,G4701570005600,Tennessee,47,470,Shelby County,157,1570,5600,Tract   56,State: 47 County: 157 Tract: 56,Tract 56,Census Tract 56,Census Tract 56,"Census Tract 56, Shelby County, Tennessee",449.0,133.0,74.0,35.0,10.0,6826.0,5967.0,5361.0,4494.0,3759.0,1.0,0.0,0.0,4.0,7.0,9.0,0.0,3.0,6.0,3.0,18.0,23.0,2763.0,2522.0,2651.0,1992.0,2034.0,2608.0,2217.0,2224.0,1726.0,1500.0,155.0,295.0,412.0,259.0,534.0,1822.0,1768.0,1049.0,909.0,1251.0,0.0,6100.0,4557.0,7285.0,5438.0,3802.0
G4701570005700,G47015700057,G47015700057,G47015700057,G4701570005700,G4701570005700,G4701570005700,Tennessee,47,470,Shelby County,157,1570,5700,Tract   57,State: 47 County: 157 Tract: 57,Tract 57,Census Tract 57,Census Tract 57,"Census Tract 57, Shelby County, Tennessee",178.0,65.0,30.0,13.0,28.0,6506.0,4979.0,4032.0,3154.0,2560.0,5.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,0.0,15.0,12.0,20.0,2609.0,1846.0,1505.0,1116.0,943.0,2354.0,1523.0,1251.0,978.0,752.0,255.0,323.0,250.0,138.0,191.0,2108.0,1846.0,1694.0,1278.0,679.0,0.0,5044.0,3183.0,6689.0,4065.0,2633.0
G4701570005800,G47015700058,G47015700058,G47015700058,G4701570005800,G4701570005800,G4701570005800,Tennessee,47,470,Shelby County,157,1570,5800,Tract   58,State: 47 County: 157 Tract: 58,Tract 58,Census Tract 58,Census Tract 58,"Census Tract 58, Shelby County, Tennessee",92.0,11.0,15.0,10.0,7.0,4503.0,3214.0,2366.0,1815.0,1218.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,33.0,8.0,1486.0,1110.0,814.0,696.0,334.0,1367.0,901.0,663.0,599.0,207.0,109.0,203.0,151.0,93.0,122.0,2123.0,1568.0,1179.0,672.0,674.0,0.0,3225.0,1862.0,4599.0,2383.0,1235.0
G4701570005900,G47015700059,G47015700059,G47015700059,G4701570005900,G4701570005900,G4701570005900,Tennessee,47,470,Shelby County,157,1570,5900,Tract   59,State: 47 County: 157 Tract: 59,Tract 59,Census Tract 59,Census Tract 59,"Census Tract 59, Shelby County, Tennessee",126.0,7.0,19.0,256.0,40.0,7861.0,5753.0,4532.0,3601.0,2662.0,2.0,0.0,3.0,18.0,1.0,6.0,0.0,0.0,10.0,5.0,26.0,22.0,2908.0,1961.0,1714.0,1548.0,837.0,2693.0,1604.0,1368.0,970.0,650.0,215.0,357.0,340.0,578.0,187.0,2864.0,2495.0,2208.0,1550.0,1469.0,0.0,5760.0,3911.0,7995.0,4554.0,2730.0
G4701570006000,G47015700060,G47015700060,G47015700060,G4701570006000,G4701570006000,G4701570006000,Tennessee,47,470,Shelby County,157,1570,6000,Tract   60,State: 47 County: 157 Tract: 60,Tract 60,Census Tract 60,Census Tract 60,"Census Tract 60, Shelby County, Tennessee",32.0,27.0,3.0,4.0,9.0,4179.0,2972.0,2619.0,2387.0,1991.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,1.0,11.0,5.0,15.0,1756.0,1143.0,900.0,773.0,800.0,1678.0,958.0,748.0,648.0,546.0,78.0,171.0,141.0,125.0,254.0,1122.0,910.0,1094.0,852.0,934.0,0.0,2999.0,2399.0,4216.0,2623.0,2030.0
G4701570006100,G47015700061,G47015700061,G47015700061,G4701570006100,,,Tennessee,47,470,Shelby County,157,1570,6100,Tract   61,State: 47 County: 157 Tract: 61,Tract 61,Census Tract 61,,,15.0,13.0,3.0,13.0,,1769.0,1383.0,1274.0,1047.0,,6.0,0.0,0.0,1.0,,0.0,0.0,6.0,5.0,,7.0,,711.0,462.0,501.0,433.0,,683.0,412.0,429.0,350.0,,28.0,50.0,72.0,83.0,,572.0,452.0,500.0,445.0,,0.0,1396.0,1073.0,1790.0,1283.0,0.0
G4701570006200,G47015700062,G47015700062,G47015700062,G4701570006200,G4701570006200,G4701570006200,Tennessee,47,470,Shelby County,157,1570,6200,Tract   62,State: 47 County: 157 Tract: 62,Tract 62,Census Tract 62,Census Tract 62,"Census Tract 62, Shelby County, Tennessee",928.0,413.0,205.0,134.0,75.0,4448.0,4345.0,3715.0,3194.0,2142.0,3.0,0.0,0.0,3.0,8.0,6.0,14.0,13.0,9.0,8.0,11.0,9.0,1985.0,1844.0,1621.0,1250.0,1295.0,1849.0,1487.0,1379.0,1003.0,888.0,136.0,357.0,219.0,247.0,407.0,1480.0,1641.0,1378.0,1032.0,959.0,0.0,4772.0,3351.0,5385.0,3933.0,2242.0
G4701570006300,G47015700063,G47015700063,G47015700063,G4701570006300,G4701570006300,G4701570006300,Tennessee,47,470,Shelby County,157,1570,6300,Tract   63,State: 47 County: 157 Tract: 63,Tract 63,Census Tract 63,Census Tract 63,"Census Tract 63, Shelby County, Tennessee",3058.0,2086.0,1566.0,1450.0,1532.0,886.0,1203.0,1393.0,1207.0,805.0,1.0,0.0,4.0,7.0,12.0,6.0,35.0,18.0,26.0,18.0,29.0,38.0,1517.0,1525.0,1556.0,1451.0,1453.0,1424.0,1453.0,1461.0,1281.0,1414.0,93.0,72.0,95.0,165.0,39.0,1123.0,748.0,572.0,612.0,394.0,0.0,3324.0,2719.0,3951.0,2981.0,2405.0
G4701570006400,G47015700064,G47015700064,G47015700064,G4701570006400,G4701570006400,G4701570006400,Tennessee,47,470,Shelby County,157,1570,6400,Tract   64,State: 47 County: 157 Tract: 64,Tract 64,Census Tract 64,Census Tract 64,"Census Tract 64, Shelby County, Tennessee",974.0,268.0,105.0,60.0,33.0,1569.0,2037.0,1983.0,1817.0,1517.0,3.0,0.0,1.0,3.0,4.0,2.0,0.0,3.0,3.0,10.0,25.0,21.0,1221.0,1105.0,980.0,969.0,720.0,1151.0,1020.0,832.0,901.0,547.0,70.0,85.0,140.0,68.0,173.0,274.0,296.0,485.0,321.0,382.0,0.0,2305.0,1908.0,2548.0,2092.0,1585.0
G4701570006500,G47015700065,G47015700065,G47015700065,G4701570006500,G4701570006500,G4701570006500,Tennessee,47,470,Shelby County,157,1570,6500,Tract   65,State: 47 County: 157 Tract: 65,Tract 65,Census Tract 65,Census Tract 65,"Census Tract 65, Shelby County, Tennessee",339.0,91.0,16.0,22.0,18.0,5180.0,4534.0,3070.0,2591.0,2707.0,0.0,0.0,4.0,4.0,0.0,12.0,0.0,0.0,13.0,2.0,27.0,20.0,2243.0,2045.0,1309.0,1012.0,1622.0,2131.0,1744.0,1120.0,890.0,1209.0,103.0,301.0,189.0,122.0,413.0,1858.0,1667.0,974.0,733.0,1145.0,0.0,4625.0,2657.0,5531.0,3090.0,2747.0
G4701570006600,G47015700066,G47015700066,G47015700066,G4701570006600,G4701570006600,G4701570006600,Tennessee,47,470,Shelby County,157,1570,6600,Tract   66,State: 47 County: 157 Tract: 66,Tract 66,Census Tract 66,Census Tract 66,"Census Tract 66, Shelby County, Tennessee",2688.0,1750.0,2792.0,1230.0,1252.0,275.0,1071.0,1684.0,1178.0,944.0,9.0,9.0,11.0,8.0,17.0,14.0,31.0,63.0,29.0,24.0,30.0,49.0,1372.0,1193.0,2596.0,1547.0,1358.0,1323.0,1027.0,2323.0,1474.0,1197.0,49.0,156.0,268.0,73.0,161.0,611.0,1016.0,603.0,364.0,486.0,0.0,2861.0,2475.0,2986.0,4550.0,2286.0
G4701570006700,G47015700067,G47015700067,G47015700067,G4701570006700,G4701570006700,G4701570006700,Tennessee,47,470,Shelby County,157,1570,6700,Tract   67,State: 47 County: 157 Tract: 67,Tract 67,Census Tract 67,Census Tract 67,"Census Tract 67, Shelby County, Tennessee",236.0,226.0,173.0,146.0,65.0,8153.0,5709.0,5370.0,4361.0,3449.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,18.0,5.0,14.0,32.0,27.0,3151.0,2231.0,2202.0,1724.0,1606.0,2971.0,1902.0,1873.0,1523.0,1038.0,180.0,329.0,329.0,201.0,568.0,3078.0,2113.0,2428.0,1943.0,1638.0,0.0,5935.0,4548.0,8394.0,5565.0,3559.0
G4701570006800,G47015700068,G47015700068,G47015700068,G4701570006800,G4701570006800,G4701570006800,Tennessee,47,470,Shelby County,157,1570,6800,Tract   68,State: 47 County: 157 Tract: 68,Tract 68,Census Tract 68,Census Tract 68,"Census Tract 68, Shelby County, Tennessee",428.0,42.0,30.0,19.0,19.0,5201.0,4273.0,3554.0,2977.0,2489.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,4.0,3.0,9.0,27.0,2083.0,1635.0,1408.0,1202.0,992.0,1961.0,1426.0,1227.0,1011.0,720.0,122.0,204.0,181.0,191.0,272.0,2148.0,1553.0,1466.0,980.0,1682.0,0.0,4322.0,3010.0,5629.0,3588.0,2538.0
G4701570006900,G47015700069,G47015700069,G47015700069,G4701570006900,G4701570006900,G4701570006900,Tennessee,47,470,Shelby County,157,1570,6900,Tract   69,State: 47 County: 157 Tract: 69,Tract 69,Census Tract 69,Census Tract 69,"Census Tract 69, Shelby County, Tennessee",2586.0,463.0,165.0,82.0,36.0,1678.0,4057.0,3802.0,3172.0,2937.0,3.0,4.0,1.0,1.0,2.0,3.0,60.0,2.0,15.0,19.0,15.0,17.0,1834.0,1905.0,2023.0,1575.0,1176.0,1729.0,1696.0,1785.0,1403.0,973.0,101.0,209.0,227.0,172.0,203.0,793.0,1129.0,927.0,605.0,1152.0,0.0,4584.0,3285.0,4270.0,3970.0,3011.0
G4701570007000,G47015700070,G47015700070,G47015700070,G4701570007000,G4701570007000,G4701570007000,Tennessee,47,470,Shelby County,157,1570,7000,Tract   70,State: 47 County: 157 Tract: 70,Tract 70,Census Tract 70,Census Tract 70,"Census Tract 70, Shelby County, Tennessee",2985.0,2226.0,1964.0,1213.0,692.0,561.0,1431.0,1853.0,2370.0,2521.0,8.0,4.0,7.0,11.0,8.0,21.0,11.0,116.0,172.0,44.0,65.0,59.0,1749.0,1825.0,2255.0,2032.0,1877.0,1673.0,1671.0,2072.0,1888.0,1472.0,67.0,154.0,175.0,144.0,387.0,377.0,690.0,1007.0,1185.0,1550.0,0.0,3672.0,3831.0,3575.0,3940.0,3324.0
G4701570007100,G47015700071,G47015700071,G47015700071,G4701570007100,G4701570007100,G4701570007100,Tennessee,47,470,Shelby County,157,1570,7100,Tract   71,State: 47 County: 157 Tract: 71,Tract 71,Census Tract 71,Census Tract 71,"Census Tract 71, Shelby County, Tennessee",2453.0,1836.0,1779.0,1606.0,1680.0,622.0,825.0,932.0,844.0,821.0,4.0,0.0,2.0,4.0,1.0,5.0,0.0,13.0,30.0,27.0,21.0,20.0,1335.0,1182.0,1342.0,1238.0,1162.0,1270.0,1106.0,1264.0,1140.0,1047.0,65.0,69.0,78.0,98.0,115.0,372.0,208.0,384.0,281.0,290.0,0.0,2661.0,2505.0,3084.0,2726.0,2549.0
G4701570007200,G47015700072,G47015700072,G47015700072,G4701570007200,G4701570007200,G4701570007200,Tennessee,47,470,Shelby County,157,1570,7200,Tract   72,State: 47 County: 157 Tract: 72,Tract 72,Census Tract 72,Census Tract 72,"Census Tract 72, Shelby County, Tennessee",2841.0,2370.0,2365.0,2322.0,2139.0,6.0,54.0,46.0,145.0,122.0,0.0,0.0,8.0,3.0,3.0,12.0,0.0,12.0,35.0,26.0,24.0,32.0,1459.0,1412.0,1439.0,1709.0,1771.0,1420.0,1344.0,1378.0,1562.0,1708.0,39.0,68.0,61.0,140.0,55.0,250.0,86.0,73.0,167.0,248.0,0.0,2424.0,2529.0,2859.0,2431.0,2322.0
G4701570007300,G47015700073,G47015700073,G47015700073,G4701570007300,G4701570007300,G4701570007300,Tennessee,47,470,Shelby County,157,1570,7300,Tract   73,State: 47 County: 157 Tract: 73,Tract 73,Census Tract 73,Census Tract 73,"Census Tract 73, Shelby County, Tennessee",2496.0,3384.0,2263.0,2592.0,2293.0,27.0,605.0,86.0,882.0,1543.0,5.0,0.0,1.0,5.0,8.0,36.0,62.0,101.0,179.0,192.0,51.0,91.0,1034.0,1951.0,896.0,2162.0,2509.0,1006.0,1843.0,871.0,1245.0,2067.0,28.0,108.0,25.0,909.0,442.0,302.0,434.0,525.0,469.0,681.0,0.0,4051.0,3709.0,2564.0,2451.0,4127.0
G4701570007400,G47015700074,G47015700074,G47015700074,G4701570007400,G4701570007400,G4701570007400,Tennessee,47,470,Shelby County,157,1570,7400,Tract   74,State: 47 County: 157 Tract: 74,Tract 74,Census Tract 74,Census Tract 74,"Census Tract 74, Shelby County, Tennessee",4789.0,2984.0,2838.0,2705.0,2392.0,117.0,51.0,175.0,370.0,391.0,5.0,6.0,12.0,16.0,11.0,32.0,28.0,162.0,215.0,205.0,41.0,95.0,2254.0,1687.0,1790.0,2099.0,2187.0,2155.0,1583.0,1756.0,1834.0,2018.0,88.0,104.0,34.0,265.0,169.0,546.0,327.0,477.0,518.0,835.0,0.0,3069.0,3347.0,4943.0,3187.0,3094.0
G4701570007500,G47015700075,G47015700075,G47015700075,G4701570007500,G4701570007500,G4701570007500,Tennessee,47,470,Shelby County,157,1570,7500,Tract   75,State: 47 County: 157 Tract: 75,Tract 75,Census Tract 75,Census Tract 75,"Census Tract 75, Shelby County, Tennessee",137.0,79.0,23.0,5.0,8.0,3381.0,2758.0,2060.0,1810.0,1562.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,5.0,1443.0,1276.0,950.0,656.0,681.0,1337.0,1107.0,893.0,595.0,495.0,94.0,169.0,57.0,61.0,186.0,848.0,612.0,380.0,318.0,532.0,0.0,2837.0,1819.0,3520.0,2086.0,1581.0
G4701570007600,G47015700076,G47015700076,G47015700076,G4701570007600,,,Tennessee,47,470,Shelby County,157,1570,7600,Tract   76,State: 47 County: 157 Tract: 76,Tract 76,Census Tract 76,,,,0.0,0.0,0.0,,,4.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0
G4701570007699,G4701570007699,,,,,,Tennessee,47,470,Shelby County,157,1570,7699,Tract   76.99,,,,,,22.0,,,,,2.0,,,,,0.0,,,,,0.0,,,,,,,33.0,,,,,7.0,,,,,0.0,,,,,7.0,,,,,0.0,0.0,0.0,24.0,0.0,0.0
G4701570007700,G47015700077,G47015700077,G47015700077,G4701570007700,,,Tennessee,47,470,Shelby County,157,1570,7700,Tract   77,State: 47 County: 157 Tract: 77,Tract 77,Census Tract 77,,,3.0,35.0,0.0,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,16.0,0.0,0.0,,,16.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,35.0,0.0,7.0,0.0,0.0
G4701570007800,G47015700078,,,,,,Tennessee,47,470,Shelby County,157,1570,7800,Tract   78,,,,,,1838.0,,,,,15943.0,,,,,14.0,,,,,14.0,,,,,,,7051.0,,,,,6628.0,,,,,406.0,,,,,4519.0,,,,,0.0,0.0,0.0,17809.0,0.0,0.0
G4701570007810,,G4701570007810,G4701570007810,G4701570007810,G4701570007810,G4701570007810,Tennessee,47,470,Shelby County,157,1570,7810,,State: 47 County: 157 Tract: 78.10,Tract 78.10,Census Tract 78.10,Census Tract 78.10,"Census Tract 78.10, Shelby County, Tennessee",,93.0,35.0,20.0,81.0,,4656.0,4134.0,3544.0,2566.0,,0.0,3.0,5.0,4.0,,0.0,6.0,53.0,113.0,23.0,38.0,,2011.0,1812.0,1290.0,1088.0,,1791.0,1510.0,1125.0,721.0,,220.0,278.0,165.0,367.0,,1782.0,1631.0,1266.0,1190.0,0.0,4749.0,3645.0,0.0,4178.0,2802.0
G4701570007820,,G4701570007820,G4701570007820,,,,Tennessee,47,470,Shelby County,157,1570,7820,,State: 47 County: 157 Tract: 78.20,Tract 78.20,,,,,752.0,505.0,,,,10595.0,9034.0,,,,0.0,3.0,,,,0.0,7.0,,,,,,4889.0,4277.0,,,,4190.0,3849.0,,,,699.0,412.0,,,,3183.0,2750.0,,,0.0,11347.0,0.0,0.0,9549.0,0.0
